no;nama;kbli;latitude;longitude;alamat;prov_nama;prov_id;kako_nama;kako_id;kategori_kbli;kategori_nama;golongan_kbli;golongan_nama
103;PT Agro Bumi Mas;10431;-4,5828386;104,7404269;Desa Hanakau Jaya, Hanakau Jaya, Sungkai Utara, Kabupaten Lampung Utara, Lampung;LAMPUNG;18;KABUPATEN LAMPUNG UTARA;1806;C;Industri Pengolahan;10;Industri Makanan
104;PT Aman Jaya Perdana;10431;-5,428686;105,3279144;Jl. Ir. Sutami Km 7,, Campang Jaya, Sukabumi, Kota Bandar Lampung, Lampung;LAMPUNG;18;KOTA BANDAR LAMPUNG;1871;C;Industri Pengolahan;10;Industri Makanan
105;PT Agronusa Investama;10431;1,4880589;109,5449078;Desa Semanga, Semangga, Sejangkung, Kabupaten Sambas, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN SAMBAS;6101;C;Industri Pengolahan;10;Industri Makanan
106;PT Agronusa Investama;10431;0,2288757;109,7829791;DESA SEBATIH, Sebatih, Sengah Temila, Kabupaten Landak, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN LANDAK;6103;C;Industri Pengolahan;10;Industri Makanan
107;PT Agrina Sawit Perdana;10431;0,0795707;110,6711733;Dusun Penyeladi Hulu, Penyeladi, Kapuas, Kabupaten Sanggau, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN SANGGAU;6105;C;Industri Pengolahan;10;Industri Makanan
108;PT Agrisentra Lestari;10431;0,119275;110,597298;Dusun Lape, Lape, Sanggau Kapuas, Sanggau, Kalbar, Lape, Sanggau, Kabupaten Sanggau, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN SANGGAU;6105;C;Industri Pengolahan;10;Industri Makanan
109;PT Agro Abadi Cemerlang;10431;-0,3252798;110,1998238;Desa Enggadai, Enggadai, Meliau, Kabupaten Sanggau, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN SANGGAU;6105;C;Industri Pengolahan;10;Industri Makanan
110;PT AGRO PALINDO SAKTI;10431;0,3252798;110,1998238;DESA MANDONG, Mandong, Tayan Hulu, Kabupaten Sanggau, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN SANGGAU;6105;C;Industri Pengolahan;10;Industri Makanan
111;PT Aditya Agroindo;10431;-0,5554231;110,2474787;Dusun Sekucing, Sekucing Labai, Simpang Hulu, Kabupaten Ketapang, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN KETAPANG;6106;C;Industri Pengolahan;10;Industri Makanan
112;PT AGROLESTARI MANDIRI;10431;-1,589693;110,3547123;Desa Nanga Tayap, Sungai Kelik, Nanga Tayap, Kabupaten Ketapang, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN KETAPANG;6106;C;Industri Pengolahan;10;Industri Makanan
113;PT Agro Sukses Lestari;10431;0,2173444;111,6541483;Dusun Kuala Jaya, Desa Nanga Lebang, Kelam Permai, Kabupaten Sintang, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN SINTANG;6107;C;Industri Pengolahan;10;Industri Makanan
114;PT Adhyaksa Dharmasatya;10431;-1,5991228;112,7867174;Desa Tanjung Jorong, Tanjung Jorong, Parenggean, Kabupaten Kotawaringin Timur, Kalimantan Tengah;KALIMANTAN TENGAH;62;KABUPATEN KOTAWARINGIN TIMUR;6202;C;Industri Pengolahan;10;Industri Makanan
115;PT Antang Ganda Utama;10431;-1,1084886;114,8686169;Camp Butong, Teweh Selatan, kab. Barito Utara, Kalimantan Tengah, Butong, Teweh Selatan, Kabupaten Barito Utara, Kalimantan Tengah;KALIMANTAN TENGAH;62;KABUPATEN BARITO UTARA;6205;C;Industri Pengolahan;10;Industri Makanan
116;PT Aditunggal Mahajaya;10431;-2,0589019;112,182999;Desa Sukamandang, Suka Mandang, Seruyan Tengah, Kabupaten Seruyan, Kalimantan Tengah;KALIMANTAN TENGAH;62;KABUPATEN SERUYAN;6208;C;Industri Pengolahan;10;Industri Makanan
117;PT Agro Indomas;10431;-2,4774205;112,3576199;Jl. Sampit-Pangkalan Bun Km. 75, Terawan, Seruyan Raya, Kabupaten Seruyan, Kalimantan Tengah;KALIMANTAN TENGAH;62;KABUPATEN SERUYAN;6208;C;Industri Pengolahan;10;Industri Makanan
118;PT Agrolestari Sentosa;10431;-1,35622;113,3644925;desa Tumban Telaken, desa Hujung Pata, Tumbang Talaken, Manuhing, Kabupaten Gunung Mas, Kalimantan Tengah;KALIMANTAN TENGAH;62;KABUPATEN GUNUNG MAS;6211;C;Industri Pengolahan;10;Industri Makanan
119;PT Agri Bumi Sentosa;10431;-2,9592728;114,7519672;Jl. Putri Junjung Buih RT.016, Ulu Benteng, Marabahan, Kabupaten Barito Kuala, Kalimantan Selatan;KALIMANTAN SELATAN;63;KABUPATEN BARITO KUALA;6304;C;Industri Pengolahan;10;Industri Makanan
120;PT Agro Manunggal Selaras;10431;-0,9015507;115,7811869;Kampung Jelmu Sibak, Kampung Jelmu Sibak, Bentian Besar, Kabupaten Kutai Barat, Kalimantan Timur;KALIMANTAN TIMUR;64;KABUPATEN KUTAI BARAT;6402;C;Industri Pengolahan;10;Industri Makanan
121;PT Agri Eastborneo Kencana;10431;0,1165165;117,0087877;Desa sedulang, Sedulang, Muara Kaman, Kabupaten Kutai Kartanegara, Kalimantan Timur;KALIMANTAN TIMUR;64;KABUPATEN KUTAI KARTANEGARA;6403;C;Industri Pengolahan;10;Industri Makanan
122;PT Alam Jaya Persada;10431;-0,9335691;117,1382404;Kelurahan Sanipah, Sanipah, Samboja, Kabupaten Kutai Kartanegara, Kalimantan Timur;KALIMANTAN TIMUR;64;KABUPATEN KUTAI KARTANEGARA;6403;C;Industri Pengolahan;10;Industri Makanan
123;PT Abdi Borneo Plantations;10431;2,822532;117,420998;Tengkapak, Desa Tengkapak, Tanjung Selor, Kabupaten Bulungan, Kalimantan Utara;KALIMANTAN UTARA;65;KABUPATEN BULUNGAN;6502;C;Industri Pengolahan;10;Industri Makanan
124;PT Agro Nusa Abadi;10431;-2,1418535;121,4877951;Pebo'oa, Pebo'oa, Petasia Timur, Kabupaten Morowali, Sulawesi Tengah;SULAWESI TENGAH;72;KABUPATEN MOROWALI;7203;C;Industri Pengolahan;10;Industri Makanan
125;PT Agro Artha Surya;10431;0,746439;122,4309751;PT. Agro Artha Surya, Pangea, Wonosari, Kabupaten Boalemo, Gorontalo;GORONTALO;75;KABUPATEN BOALEMO;7501;C;Industri Pengolahan;10;Industri Makanan
126;PT Henrison Inti Persada;10431;-1,174901;131,5312689;Jl.Sorong Klamono KM.42, Gisim Darat, Klamono, Kabupaten Sorong, Papua Barat Daya;PAPUA BARAT DAYA;92;KABUPATEN SORONG;9202;C;Industri Pengolahan;10;Industri Makanan
127;PT Agrinusa Persada Mulia;10431;-7,5382137;140,8872648;Bupul 1, Desa/Kelurahan Bupul, Kec. Elikobal, Kab. Merauke, Provinsi Papua Selatan, Bupul, Elikobal, Kabupaten Merauke, Papua Selatan;PAPUA SELATAN;95;KABUPATEN MARAUKE;9501;C;Industri Pengolahan;10;Industri Makanan
128;PT Agriprima Cipta Persada;10431;-7,4192166;140,50321;Andaito, Andaito, Muting, Kabupaten Merauke, Papua Selatan;PAPUA SELATAN;95;KABUPATEN MARAUKE;9501;C;Industri Pengolahan;10;Industri Makanan
129;PT Berkat Cipta Abadi;10431;-8,4973832;140,395268;Desa Selil Distrik Ulilin Kab. Merauke, Selil, Ulilin, Kabupaten Merauke, Papua Selatan;PAPUA SELATAN;95;KABUPATEN MARAUKE;9501;C;Industri Pengolahan;10;Industri Makanan
130;PT Bio Inti Agrindo;10431;-8,5020201;140,390279;Jln Irian Seringgu (Desa Distrik Ulilin), Seringgu Jaya, Merauke, Kabupaten Merauke, Papua Selatan;PAPUA SELATAN;95;KABUPATEN MARAUKE;9501;C;Industri Pengolahan;10;Industri Makanan
131;PT Internusa Jaya Sejahtera;10431;-7,2713989;140,7520591;Kampung Mandekman, Mandekman, Ulilin, Kabupaten Merauke, Papua Selatan;PAPUA SELATAN;95;KABUPATEN MARAUKE;9501;C;Industri Pengolahan;10;Industri Makanan
132;PT Dongin Prabhawa;10431;-5,7400018;140,3481835;Desa Bade, Distrik Ngguti,, BADE, NGGUTI, Kabupaten Boven Digoel, Papua Selatan;PAPUA SELATAN;95;KABUPATEN BOVEN DIGOEL;9502;C;Industri Pengolahan;10;Industri Makanan
133;PT TUNAS SAWA ERMA;10431;-6,6732701;140,3688312;Jl. Gerbang makmur No.1, Jair, Asiki, Kabupaten Boven Digoel, Papua Selatan;PAPUA SELATAN;95;KABUPATEN BOVEN DIGOEL;9502;C;Industri Pengolahan;10;Industri Makanan
134;PT Agro Mega Perkasa;10432;-3,9200494;102,2996809;Jl. Raya Pelabuhan No.8, Teluk Sepang, Kampung Melayu, Kota Bengkulu, Bengkulu;BENGKULU;17;KOTA BENGKULU;1771;C;Industri Pengolahan;10;Industri Makanan
135;PT Adhitya Serayakorita;10434;1,7252458;101,3749707;JL. Cut Nyak Dien, Bangsal Aceh, Sungai Sembilan, Kota Dumai, Riau;RIAU;14;KOTA DUMAI;1473;C;Industri Pengolahan;10;Industri Makanan
136;PT ABLE COMMODITIES INDONESIA;10437;3,7257852;98,6844929;JALAN KAPT. ILYAS (D/H) JALAN JERMAL RAYA NOMOR 20, SEI MATI, MEDAN LABUHAN, Kota Medan, Sumatera Utara;SUMATERA UTARA;12;KOTA MEDAN;1275;C;Industri Pengolahan;10;Industri Makanan
137;PT  Agro Murni;10437;1,6666349;101,4001855;Dumai, Tanjung Penyebal, Sungai Sembilan, Kota Dumai, Riau;RIAU;14;KOTA DUMAI;1473;C;Industri Pengolahan;10;Industri Makanan
138;PT Agro Makmur Raya;10437;1,4434482;125,1901151;Jl. Soekarno, Bitung TImur, Maesa, Kota Bitung, Sulawesi Utara;SULAWESI UTARA;71;KOTA BITUNG;7172;C;Industri Pengolahan;10;Industri Makanan
139;PR Ade Kemri Ardiansyah Putra Sipahutar;10510;2,086973;99,8516718;JL. BELIBIS NO. 17 RANTAUPRAPAT, Bakaran Batu, Rantau Selatan, Kabupaten Labuhanbatu, Sumatera Utara;SUMATERA UTARA;12;KABUPATEN LABUHAN BATU;1207;C;Industri Pengolahan;10;Industri Makanan
140;PR Aaf Falahudin;10510;-6,8032985;108,2214415;Blok II RT 001 RW 006, Leuwikidang, Kasokandel, Kabupaten Majalengka, Jawa Barat;JAWA BARAT;32;KABUPATEN MAJALENGKA;3210;C;Industri Pengolahan;10;Industri Makanan
141;PR Adlan Agri Nusa;10520;-7,6542479;110,3798256;Jl. Turi pulowatu Dusun Randusongo, Donokerto, Turi, Kabupaten Sleman, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN SLEMAN;3404;C;Industri Pengolahan;10;Industri Makanan
142;PR Aad Purwanto Al Suhad;10531;-7,3521069;109,4824312;Tumanggal RT 14 RW 05, Tumanggal, Pengadegan, Kabupaten Purbalingga, Jawa Tengah;JAWA TENGAH;33;KABUPATEN PURBALINGGA;3303;C;Industri Pengolahan;10;Industri Makanan
143;PT  Alaska Food Industry;10531;-7,3338224;112,7586484;Jl. Rungkut Industri IV no. 24A, Rungkut Tengah, Gunung Anyar, Kota Surabaya, Jawa Timur;JAWA TIMUR;35;KOTA SURABAYA;3578;C;Industri Pengolahan;10;Industri Makanan
144;PR Andini;10531;-5,3579511;123,5895956;BIRA, Desa/Kelurahan Liya Mawi, Kec. Wangi Wangi Selatan, Kab. Wakatobi, Liya Mawi, Wangi Wangi Selatan, Kabupaten Wakatobi, Sulawesi Tenggara;SULAWESI TENGGARA;74;KABUPATEN WAKATOBI;7407;C;Industri Pengolahan;10;Industri Makanan
145;PR Afri Sania Wasih;10532;-0,7030137;100,2088951;TIRAM ULAKAN, Seulayat Ulakan, Ulakan Tapakih, Kabupaten Padang Pariaman, Sumatera Barat;SUMATERA BARAT;13;KABUPATEN PADANG PARIAMAN;1306;C;Industri Pengolahan;10;Industri Makanan
146;PT Abc Kogen Dairy;10590;-6,9869027;107,8265844;Jl. Raya Cicalengka-Majalaya Km. 1,5,, Cikuya, Cicalengka, Kabupaten Bandung, Jawa Barat;JAWA BARAT;32;KABUPATEN BANDUNG;3204;C;Industri Pengolahan;10;Industri Makanan
147;CV Alm Dairy;10590;-8,8057735;115,1528172;Jl. Bukit Bintang No.18A Perum Puri Gading, Ungasan, Kuta Selatan, Kabupaten Badung, Bali;BALI;51;KABUPATEN BADUNG;5103;C;Industri Pengolahan;10;Industri Makanan
148;PR  PETRUS WANGGE;10611;-8,489263;121,9814354;KOTABARU, Desa/Kelurahan Kotabaru, Kec. Kota Baru, Kab. Ende, Kotabaru, Kota Baru, Kabupaten Ende, Nusa Tenggara Timur;NUSA TENGGARA TIMUR;53;KABUPATEN ENDE;5311;C;Industri Pengolahan;10;Industri Makanan
149;PR Alzena Cake And Bakery;10614;5,2625895;96,2546117;Jln. Pante Meurah Seutia ( Pante Manohara ), Meunasah  Balek, Meureudu, Kabupaten Pidie Jaya, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN PIDIE JAYA;1118;C;Industri Pengolahan;10;Industri Makanan
150;PT Abro Prima Makmur;10614;-0,4661555;100,3919732;Jalan Rasuna Said No. 73, Kampung Manggis, Padang Panjang Barat, Kota Padang Panjang, Sumatera Barat;SUMATERA BARAT;13;KOTA PADANG PANJANG;1374;C;Industri Pengolahan;10;Industri Makanan
151;PR Abad;10622;-3,8766485;122,1137689;Kelurahan wawotobi, Wawotobi, Wawotobi, Kabupaten Konawe, Sulawesi Tenggara;SULAWESI TENGGARA;74;KABUPATEN KONAWE;7403;C;Industri Pengolahan;10;Industri Makanan
152;PR Amos Piet Giay;10622;-2,5481272;140,7061938;KOMP. PERUMAHAN GURU KOTARAJA, Desa/Kelurahan Vim, Kec. Abepura, Kota Jayapura, Provinsi Papua, Vim, Abepura, Kota Jayapura, Papua;PAPUA;94;KOTA JAYAPURA;9471;C;Industri Pengolahan;10;Industri Makanan
153;PR Ana Oemanas;10629;-9,4758761;124,5346135;Suspini RT/RW : 004/002, Subun Tualele, Insana Barat, Kabupaten Timor Tengah Utara, Nusa Tenggara Timur;NUSA TENGGARA TIMUR;53;KABUPATEN TIMOR TENGAH UTARA;5305;C;Industri Pengolahan;10;Industri Makanan
154;PR Amiruddin;10631;4,3387868;96,0427732;Ie Itam Tunong, Ie Itam Tunong, Woyla, Kabupaten Aceh Barat, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN ACEH BARAT;1107;C;Industri Pengolahan;10;Industri Makanan
155;PR Arifi;10631;4,2787592;96,0440964;Jl. Pemuda Dusun Abadi, Krueng Tinggai, Samatiga, Kabupaten Aceh Barat, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN ACEH BARAT;1107;C;Industri Pengolahan;10;Industri Makanan
156;PR Ady Susanto;10631;3,5225428;98,9742237;Pasar 6, Melati II, Perbaungan, Kabupaten Serdang Bedagai, Sumatera Utara;SUMATERA UTARA;12;KABUPATEN SERDANG BEDAGAI;1218;C;Industri Pengolahan;10;Industri Makanan
157;PR Afnir;10631;3,5909008;99,0170369;Desa/Kelurahan Lubuk Dendang, Lubuk Dendang, Perbaungan, Kabupaten Serdang Bedagai, Sumatera Utara;SUMATERA UTARA;12;KABUPATEN SERDANG BEDAGAI;1218;C;Industri Pengolahan;10;Industri Makanan
158;CV 44 Dewi Sri;10631;-7,2429859;111,7316557;Bandungrejo, Bandungrejo, Ngasem, Kabupaten Bojonegoro, Jawa Timur;JAWA TIMUR;35;KABUPATEN BOJONEGORO;3522;C;Industri Pengolahan;10;Industri Makanan
159;PR Ajidin;10631;0,3035522;109,6728561;dusun ubah, Pahauman, Sengah Temila, Kabupaten Landak, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN LANDAK;6103;C;Industri Pengolahan;10;Industri Makanan
160;PR Ajai Muhidin;10631;0,5106782;112,8463007;Dusun Akung Jaya, Suka Maju, Mentebah, Kabupaten Kapuas Hulu, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN KAPUAS HULU;6108;C;Industri Pengolahan;10;Industri Makanan
161;PR Aneka Crispy Aceh;10710;5,5362147;95,3104431;Jalan Krueng Jambo Aye Nomor 17, Geuceu Komplek, Banda Raya, Kota Banda Aceh, Nangroe Aceh Darussalam;ACEH;11;KOTA BANDA ACEH;1171;C;Industri Pengolahan;10;Industri Makanan
162;PR Achmad Marzuki Lubis;10710;3,5710281;98,6578859;Jl. Sei Asahan No. 5, Merdeka, Medan Baru, Kota Medan, Sumatera Utara;SUMATERA UTARA;12;KOTA MEDAN;1275;C;Industri Pengolahan;10;Industri Makanan
163;PR Afgita Sugita;10710;0,1195531;100,0695367;Jorong kampung alai nomor 104, Jambak, Lubuk Sikaping, Kabupaten Pasaman, Sumatera Barat;SUMATERA BARAT;13;KABUPATEN PASAMAN;1309;C;Industri Pengolahan;10;Industri Makanan
164;PR Abdul Haris;10710;-0,9482801;101,5077573;"Jorong Pulau Punjung, Empat Koto Pulau
Punjung, Pulau Punjung, Kabupaten Dharmas Raya, Sumatera Barat";SUMATERA BARAT;13;KABUPATEN DHARMASRAYA;1311;C;Industri Pengolahan;10;Industri Makanan
165;PR Afritayeni;10710;-0,0509922;99,8953037;Silambau, Jr. Langgam Sepakat, Kinali, Kinali, Kabupaten Pasaman Barat, Sumatera Barat;SUMATERA BARAT;13;KABUPATEN PASAMAN BARAT;1312;C;Industri Pengolahan;10;Industri Makanan
166;PR Abati Kitchen;10710;-0,3201395;100,3709841;jln. birugo puhun no.45 rt.02 rw.05, Birugo, Aur Birugo Tigo Baleh, Kota Bukittinggi, Sumatera Barat;SUMATERA BARAT;13;KOTA BUKITTINGGI;1375;C;Industri Pengolahan;10;Industri Makanan
167;PR Anindita;10710;-0,2926883;102,2906144;Jl. Lintas Timur Sumatera, Wonosari, Lirik, Kabupaten Indragiri Hulu, Riau;RIAU;14;KABUPATEN INDRAGIRI HULU;1402;C;Industri Pengolahan;10;Industri Makanan
168;PR Al Manna;10710;0,9193926;100,2487967;JALAN KOMPAS, Pasir Agung, Bangun Purba, Kabupaten Rokan Hulu, Riau;RIAU;14;KABUPATEN ROKAN HULU;1407;C;Industri Pengolahan;10;Industri Makanan
169;PR Afrinawati;10710;0,5016852;101,4767907;Harapan raya jln Sidodadi, Tangkerang Utara, Bukit Raya, Kota Pekanbaru, Riau;RIAU;14;KOTA PEKANBARU;1471;C;Industri Pengolahan;10;Industri Makanan
170;PT Andalas Pekan Makmur;10710;0,4739394;101,5395977;Jl.Lintas Timur Pekanbaru-Jambi KM.15, Kulim, Tenayan Raya, Kota Pekanbaru, Riau;RIAU;14;KOTA PEKANBARU;1471;C;Industri Pengolahan;10;Industri Makanan
171;PR Agus Mita Sari;10710;-2,2195919;101,8606603;Bungo Tanjung, Bungo Tanjung, Pangkalan Jambu, Kabupaten Merangin, Jambi;JAMBI;15;KABUPATEN MERANGIN;1502;C;Industri Pengolahan;10;Industri Makanan
172;PR Alfin Sakinah;10710;-1,6972266;103,324078;"SEI	BULUH, Sungai Buluh, Muara Bulian, Kabupaten Batanghari, Jambi";JAMBI;15;KABUPATEN BATANG HARI;1504;C;Industri Pengolahan;10;Industri Makanan
173;PR Ai Irma;10710;-0,820555;103,45832;Jl.Hidayah, Tungkal Harapan, Tungkal Ilir, Kabupaten Tanjung Jabung Barat, Jambi;JAMBI;15;KABUPATEN TANJUNG JABUNG BARAT;1507;C;Industri Pengolahan;10;Industri Makanan
174;PR Ade Irawan;10710;-1,4603444;102,442357;TEBING TINGGI, Kelurahan Tebing Tinggi Kecamatan Tebo Tengah Kabupaten Tebo, Tebing Tinggi, Tebo Tengah, Kabupaten Tebo, Jambi;JAMBI;15;KABUPATEN TEBO;1508;C;Industri Pengolahan;10;Industri Makanan
175;PR Abdu Rasid;10710;-1,6529317;103,55495;Perumahan Garuda Tiga jaya, Bagan Pete, Alam Barajo, Kota Jambi, Jambi;JAMBI;15;KOTA JAMBI;1571;C;Industri Pengolahan;10;Industri Makanan
176;PR Agustina;10710;-1,6155097;103,6206873;JL. GURU MUHTAR RT.17, Jelutung, Jelutung, Kota Jambi, Jambi;JAMBI;15;KOTA JAMBI;1571;C;Industri Pengolahan;10;Industri Makanan
177;PR Akril Afrizal;10710;-1,6341872;103,5850606;Jl. Lingkar Barat Kel. Mayang Magurai Kec. Alam Barajo, Mayang Mangurai, Alam Barajo, Kota Jambi, Jambi;JAMBI;15;KOTA JAMBI;1571;C;Industri Pengolahan;10;Industri Makanan
178;PR Alen Bakery;10710;-1,6511984;103,6073103;Jl.Lirik no.60 RT.01, Kenali Asam Atas, Kota Baru, Kota Jambi, Jambi;JAMBI;15;KOTA JAMBI;1571;C;Industri Pengolahan;10;Industri Makanan
179;PR Aprilani Kurnia Ningsih;10710;-3,3552702;103,1956645;Dusun 2, Purwodadi, Jayaloka, Kabupaten Musi Rawas, Sumatera Selatan;SUMATERA SELATAN;16;KABUPATEN MUSI RAWAS;1605;C;Industri Pengolahan;10;Industri Makanan
180;PR Amoy Cake & Cookies;10710;-3,000147;104,771924;PERUM OPI . BLOK AP NO.17 JAKABARING PALEMBANG., - Ulu, Jakabaring, Kota Palembang, Sumatera Selatan;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;C;Industri Pengolahan;10;Industri Makanan
181;PR Anita Angraini;10710;-2,9944901;104,8060955;Jalan Di  panjaitan  no. 5577 rt.30 rw.10, Plaju Ulu, Plaju, Kota Palembang, Sumatera Selatan;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;C;Industri Pengolahan;10;Industri Makanan
182;PR Badan Hukum Selain PT Kwt Kemuning;10710;-3,7110336;102,7060802;Jl. Pagar Alam, Lembur Lama, Bermani Ilir, Kabupaten Kepahiang, Bengkulu;BENGKULU;17;KABUPATEN KEPAHIANG;1708;C;Industri Pengolahan;10;Industri Makanan
183;PR Anis Triana;10710;-3,6831847;102,2605144;DESA PONDOK KELAPA, Pondok Kelapa, Pondok Kelapa, Kabupaten Bengkulu Tengah, Bengkulu;BENGKULU;17;KABUPATEN BENGKULU TENGAH;1709;C;Industri Pengolahan;10;Industri Makanan
184;PR Andik Sudibyo;10710;-4,0030102;105,3306456;Jl. ZA Pagar Alam RT005 RW001 Brabasan, Brabasan, Tanjung Raya, Kabupaten Mesuji, Lampung;LAMPUNG;18;KABUPATEN MESUJI;1811;C;Industri Pengolahan;10;Industri Makanan
185;PR Adisty Pratiwi;10710;-2,7040276;107,6734695;Jl. Karya RT. 23 RW. 08, Air Merbau, Tanjung Pandan, Kabupaten Belitung, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KABUPATEN BELITUNG;1902;C;Industri Pengolahan;10;Industri Makanan
186;PR Adoras Cake;10710;-2,0372065;105,1668326;Jl.Argotirto no 278 rt 002 rw 002, Sungai Daeng, Muntok, Kabupaten Bangka Barat, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KABUPATEN BANGKA BARAT;1903;C;Industri Pengolahan;10;Industri Makanan
187;PR Andriana Yulita;10710;-2,9678304;108,1621112;Jl. Teratai, RT 023, Lenggang, Gantung , Desa/Kelurahan Lenggang, Kec. Gantung, Kab. Belitung Timur, Provinsi Kepulauan Bangka Belitung, Lenggang, Gantung, Kabupaten Belitung Timur, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KABUPATEN BELITUNG TIMUR;1906;C;Industri Pengolahan;10;Industri Makanan
188;PR Abang Achmad Fuad;10710;-2,1260849;106,1040808;Jl Adhyaksa no 114  rt 002/001, Kacang Pedang, Gerunggang, Kota Pangkal Pinang, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KOTA PANGKAL PINANG;1971;C;Industri Pengolahan;10;Industri Makanan
189;PR Abdul Ghozi;10710;0,9082955;104,4473469;Jl Pantai Indah No 81 Rt 002 Rw 004 Kampung Baru, Kampung Baru, Tanjung Pinang Barat, Kota Tanjung Pinang, Kepulauan Riau;KEPULAUAN RIAU;21;KOTA TANJUNG PINANG;2172;C;Industri Pengolahan;10;Industri Makanan
190;PR Adha;10710;0,9385837;104,5042022;Perum. Taman Deli Permai Blok A No.13, Air Raja, Tanjung Pinang Timur, Kota Tanjung Pinang, Kepulauan Riau;KEPULAUAN RIAU;21;KOTA TANJUNG PINANG;2172;C;Industri Pengolahan;10;Industri Makanan
191;PR Ade Rahmadiani;10710;-6,2614927;106,8105998;Jl. Raya Lenteng Agung Gg. Waru Tengah No.75 RT.002 RW.002, Lenteng Agung, Jagakarsa, Kota Jakarta Selatan, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA SELATAN;3171;C;Industri Pengolahan;10;Industri Makanan
192;PR A'finii Rachman;10710;-6,3194614;106,8569663;Jalan Manala No. 90, RT. 001/002, Cijantung, Pasar Rebo, Kota Jakarta Timur, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA TIMUR;3172;C;Industri Pengolahan;10;Industri Makanan
193;PR Abdul Qodir;10710;-6,209822;106,9212889;KP. RAWA BADUNG RT 11 RW 07, Jatinegara, Cakung, Kota Jakarta Timur, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA TIMUR;3172;C;Industri Pengolahan;10;Industri Makanan
194;PR Abier;10710;-6,1480416;106,8043126;"Jalan	Krendang	Utara	RW	03, Krendang, Tambora, Kota Jakarta Barat, DKI Jakarta";DKI JAKARTA;31;KOTA JAKARTA BARAT;3174;C;Industri Pengolahan;10;Industri Makanan
195;PR Aan Yuniarsih;10710;-6,1438428;106,9575567;JL.ROROTAN11, Rorotan, Cilincing, Kota Jakarta Utara, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA UTARA;3175;C;Industri Pengolahan;10;Industri Makanan
196;PR 7cake&cookies;10710;-7,2029054;107,9018379;Jl nusa indah no 14 rt 3 rw 13, Jayaraga, Tarogong Kidul, Kabupaten Garut, Jawa Barat;JAWA BARAT;32;KABUPATEN GARUT;3205;C;Industri Pengolahan;10;Industri Makanan
197;PR Advent Daru Prabawa;10710;-7,9623155;110,5900751;Bansari RT04/RW04, Kepek, Wonosari, Kabupaten Gunung Kidul, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN GUNUNG KIDUL;3403;C;Industri Pengolahan;10;Industri Makanan
198;PR Agus Santosa;10710;-7,9405798;110,605983;BUDEGAN I, Piyaman, Wonosari, Kabupaten Gunung Kidul, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN GUNUNG KIDUL;3403;C;Industri Pengolahan;10;Industri Makanan
199;PT Agrinesia Raya;10710;-7,7546462;110,4347273;Jl. Raya Tajem No.192, Maguwoharjo, Depok, Kabupaten Sleman, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN SLEMAN;3404;C;Industri Pengolahan;10;Industri Makanan
200;PR Adistya Dwi Rakhmakh;10710;-7,8012426;110,3777991;GUNUNGKETUR PA2/116, Gunungketur, Pakualaman, Kota Yogyakarta, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KOTA YOGYAKARTA;3471;C;Industri Pengolahan;10;Industri Makanan
201;PT Abadikurnia Citrarasa;10710;-7,2776055;112,7540147;Jl. Kertajaya 63, KERTAJAYA, GUBENG, Kota Surabaya, Jawa Timur;JAWA TIMUR;35;KOTA SURABAYA;3578;C;Industri Pengolahan;10;Industri Makanan
202;PR Anak Agung Gede Dwiantara;10710;-8,4525049;115,3590658;Link/Br. Puri Dencarik Bangli, Kawan, Bangli, Kabupaten Bangli, Bali;BALI;51;KABUPATEN BANGLI;5106;C;Industri Pengolahan;10;Industri Makanan
